Data_Tweet,Autor,Local,Tweet_Text,Retweeted,Favourited,Retweet Count,Favorite Count,In Reply to,Reply Message 
2019-01-12 11:16:55,Saraiva,,"b'@grilorangel Ola, te enviamos uma DM, pode verificar?'",False,False,0,0,grilorangel,@Saraiva O show de horrores que voce me faz passar nao entregando a minha compra
2019-01-11 21:16:15,Saraiva,,"b'@mareduardl Ola, Maria. Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb . Boa sorte! :)'",False,False,1,1,mareduardl,
2019-01-11 20:08:36,Saraiva,,"b'Elogiado por grandes nomes como @StephenKing e @lenadunham, o livro que deu origem a mais nova serie da Netflix, You e um thriller psicologico que vai perseguir seus pensamentos. https://t.co/i9Ys0QOpjn https://t.co/oxwy3sDyZF'",False,False,5,38,,
2019-01-11 19:04:06,Saraiva,,"b'@MarceloFFGB Ola, Marcelo. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,MarceloFFGB,"@Saraiva fiz uma compra pelo site e consta desde segunda-feira que esta em separacao no estoque, porem o prazo de previsao para entrega esta previsto para hoje. Poderiam me esclarecer tal situacao? O pedido chegara hoje mesmo?"
2019-01-11 18:38:38,Saraiva,,"b'@thiagomelo__1 Ola, Thiago. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,thiagomelo__1,"Chateado com a @Saraiva , ela simplesmente cancelou um pedido meu , sem avisar, sendo que estava acompanhando todos os dias no site, e la nao diz nada que foi cancelado! e o debito realizado no meu cartao, nao tem nem sinal de extorno, desde o dia 28/12/18"
2019-01-11 17:26:04,Saraiva,,b'Coloquem os isqueiros pra cima! Em 11 de janeiro de 1985 aconteceu pela primeira vez o Rock In Rio. Qual foi o show mais inesquecivel pra voce? https://t.co/u9wnevoSWU',False,False,1,47,,
2019-01-11 16:55:59,Saraiva,,"b'@dl_youforgot Ola, Giu. Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb . Boa sorte!'",False,False,0,2,dl_youforgot,Meu sonho de princesa e trabalhar na @Saraiva
2019-01-11 15:40:44,Saraiva,,"b'@eduardocobhc Ola,Lucas. Vamos te ajudar! Nos passe uma DM para continuarmos falando contigo.'",False,False,0,0,eduardocobhc,"@Saraiva o que e que eu faco com voces, hein?! Nao consigo acessar o meu cadastro, o pessoal do sac online nao resolve, os telefones tudo ocupado e nao consigo realizar um novo cadastro no site. Detalhe, estou querendo COMPRAR algo e nao pedindo favor. Voces estao de parabens!"
2019-01-11 15:38:11,Saraiva,,"b'@LookingAelin Ola,Naty. Vamos te ajudar! Nos passe uma DM para continuarmos falando contigo.'",False,False,0,2,LookingAelin,"@Saraiva ta ficando dificil amiga, me ajuda a te ajudar. Ou so me ajuda mesmo. https://t.co/5egh25jrx1"
2019-01-11 15:35:51,Saraiva,,"b'@Malakalhaq2011 Ola, Robson. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,Malakalhaq2011,@Saraiva O problema e que a cinco meses 5 meses vcs ficam mudando prazos e nada de DINHEIRO 
2019-01-11 15:22:33,Saraiva,,"b'@carlamangueira Ola, Carla. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,carlamangueira,"Sigo na saga do recebimento dos meus livros viu @Saraiva ...ainda resta receber dois exemplares, inclusive, cujos nomes ja transmiti a voces...que triste hein?! Eu que tanto amo ler e sempre fui cliente assidua da loja passar por isso. Lamentavel."
2019-01-11 15:08:33,Saraiva,,"b'@taysdeIicate Ola, Jorginho. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,taysdeIicate,"@Saraiva Bom dia! Espero minha compra desde outubro. Nao sei mais o que fazer. Mandam eu entrar em contato pelo Facebook, mas nao me respondem la desde novembro."
2019-01-11 15:04:18,Saraiva,,"b'@raphaelfabeni @VhMendrone Ola, Raphael. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,raphaelfabeni,"Varios amigos meus reclamaram da @Saraiva ! Mas eu fui teimoso e fui la fazer uma compra! Tivemos problema sim ou com certeza?
cc @VhMendrone"
2019-01-11 12:27:31,Saraiva,,"b'@PriMSilva12 @guipintto Ola, Priscilla.  Se voce quiser conferir o preco ou a disponibilidade de algum produto da loja, pode encontrar o telefone dela aqui: https://t.co/fwmh2uiu0z'",False,False,0,0,PriMSilva12,"Alo @Saraiva de Manaus, Qd vcs vao renovar o estoque do livro do @guipintto????? Precisoooooo "
2019-01-11 12:18:07,Saraiva,,"b'@IgorVMN Ola, Igor. Aguardamos seu contato por DM com o numero do pedido, para que possamos verificar a sua solicitacao.'",False,False,0,1,IgorVMN,"@Saraiva Saraiva, devolve meu dinheiro!!!. vendeu produto sem estoque e nao devolve meu dinheiro. essa empresa pediu recuperacao judicial, tenham cuidado a comprar, qualquer coisa, olha o historico de reclamacoes aqui: https://t.co/4sak1wR6J1"
2019-01-11 12:14:59,Saraiva,,"b'@saIdanha Ola, Lio. Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb .Boa sorte!'",False,False,0,0,saIdanha,@Saraiva me contrata pf
2019-01-11 12:10:27,Saraiva,,"b'@oricardosoares Ola, Ricardo. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,oricardosoares,"@Saraiva No dia 14/12/2018 fiz o pedido 456214355 na loja virtual da Saraiva com a opcao de retirar na loja fisica do Shopping Mooca.
O prazo dado para a entrega foi o dia 24/12/2018 e ate hoje (10/01/2019) nao tenho nenhuma posicao"
2019-01-11 11:57:38,Saraiva,,b'@rockinluiza Ola! Pode nos enviar as fotos por DM para que possamos verificar?',False,False,0,0,rockinluiza,@Saraiva oi!! Tenho vale presentes mas a loja de vcs na minha cidade fechou. Posso pedir pela internet?
2019-01-11 11:41:33,Saraiva,,"b'@littehime Ola, Camila. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,littehime,Alo @Saraiva meu livro foi extraviado
2019-01-11 11:38:25,Saraiva,,"b'@drogadeando Ola, Becky. Informamos que a opcao de pagamento em boleto esta disponivel somente para compras acima de R$ 30,00 e nao e apta para as categorias de ""Informatica"", ""Celulares e Smartphones"".'",False,False,0,0,drogadeando,"@saraiva oi anjo, pq que eu nao to conseguindo fazer a compra de um livro por boleto? so aparece a opcao por cartao aqui"
2019-01-11 11:25:38,Saraiva,,"b'@Malakalhaq2011 Ola, Robson. Te informamos o prazo por DM. Por gentileza, aguarde.'",False,False,0,0,Malakalhaq2011,@Saraiva boa noite quando irei receber meu DINHEIRO de volta?
2019-01-11 11:22:32,Saraiva,,"b'@IsangelaAraujo Ola, Isangela. No momento nao temos previsao. Mas voce pode cadastrar seu e-mail na pagina do produto, e te avisamos quando estiver em estoque.'",False,False,0,0,IsangelaAraujo,@Saraiva  Vcs tem previsao de estoque deste produto: https://t.co/0terxN9nz9
2019-01-10 20:57:56,Saraiva,,"b'@pammoncao Ola, Pam. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,pammoncao,@saraiva querida posso saber onde esta os meus livros???
2019-01-10 20:54:49,Saraiva,,"b'@smurd_ Ola, Micha. Entre em contato por DM.'",False,False,0,0,smurd_,Nada de respostas... valeu sa raiva @Saraiva https://t.co/YKhx5YRkxX
2019-01-10 18:21:17,Saraiva,,"b'@brnsrgrs Ola, Bea. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,brnsrgrs,"alo @Saraiva nao consigo rastrear meu pedido, help"
2019-01-10 18:16:24,Saraiva,,"b'@gstiebler Ola, Guilherme. Temos uma equipe especializada em produtos digitais atraves do Chat Online em nosso site. No assunto selecione a opcao Livros Digitais ou atraves do e-mail digital@saraiva.com.br, nao se esqueca de enviar o CPF, nome completo e se tiver, o numero do pedido.'",False,False,0,0,gstiebler,"@Saraiva Fiz o pedido nro 457729535 de um livro digital. Tentei le-lo no browser, no Android e no iOS, sem sucesso em nenhuma plataforma, um erro sempre aparece. Pedi o reembolso, mas nao obtive resposta. Poderiam agilizar esse reembolso?"
2019-01-10 18:00:37,Saraiva,,"b'@AndressaPrsclla Ola, Andressa. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,AndressaPrsclla,"Toda vez que eu reclamo da @Saraiva ela me segue. Ja falei que nao quero que me siga, QUERO MEU CELULAR."
2019-01-10 17:49:56,Saraiva,,"b'@banhodebucha Ola, Debora. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,banhodebucha,A saraiva tbm nao me entregou nem vai entregar Eichmann em Jerusalem que eu comprei em NOVEMBRO. Cinco dias uteis hj hein @Saraiva ainda nao entrou em contato por que?
2019-01-10 17:41:43,Saraiva,,"b'Considerado um dos animes mais amados do Brasil, Dragon Ball esta de volta aos cinemas. O que voces acharam do Broly? Sera que ele e mais forte que o Goku? https://t.co/5xuS8nHMR5 https://t.co/fTGi8T10fO'",False,False,0,40,,
2019-01-10 17:41:36,Saraiva,,"b'Hoje estreia nos cinemas brasileiros a animacao ""Homem-Aranha no Aranhaverso"". O filme conta a historia de Miles Morales, um jovem negro do Brooklin que se tornou o Homem-Aranha inspirado no legado de Peter Parker. Quem vai ver? https://t.co/VrEdqFmuxF'",False,False,2,31,,
2019-01-10 15:52:11,Saraiva,,"b'@AndressaPrsclla Ola, Andressa. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmo'",False,False,0,0,AndressaPrsclla,"Hoje deu os cinco dias uteis da @Saraiva me responder a analise do meu pedido e magicamente eles nao me escutam na ligacao, desligam na minha cara."
2019-01-10 15:36:37,Saraiva,,"b'@RAFA8328 Ola, J. Rafael. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,0,RAFA8328,"@Saraiva ganhei um cartao presente  e efetuei o cadastro do mesmo para compra, porem compra deu erro devido a queda de internet e assim nao conclui a mesma, porem cartao presente agora da sem saldo!!!"
2019-01-10 15:15:57,Saraiva,,"b'@fuckingluanjo Ola, Linne. O item: Box - Saga Acampamento Shadow Falls - 5 Volumes , esta indisponivel, sem previsao de reposicao em estoque.'",False,False,0,1,fuckingluanjo,Oi @Saraiva queria muito saber se existe a possibilidade do box de Acampamento Shadow Falls ou os livros avulsos entrarem em estoque novamente 
2019-01-10 15:12:02,Saraiva,,"b'@iltrd Ola, Leticia. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,0,iltrd,"@Saraiva fiz uma compra e nao estou conseguindo entender o rastreamento, como faco? Nao diz onde esta exatamente no produto"
2019-01-10 15:10:48,Saraiva,,"b'@ffs_dani Ola! Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,1,ffs_dani,"O @Saraiva, me ajuda aqui. Fiz uma compra no mes passado mas nao consigo sequer rastrear o pedido. Que que ta acontecendo, meu anjo?"
2019-01-10 15:04:59,Saraiva,,"b'@Marcosyuki96 @Fred_CQN Ola, Marcos. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,2,Marcosyuki96,"@Saraiva quando meu livro 2 saga tres luas lua branca vai chegar? Ja passou do prazo de entrega,preciso fazer review do livro do meu sensei @Fred_CQN"
2019-01-10 15:02:36,Saraiva,,"b'@iampedromoreno Ola, Pedro. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,0,iampedromoreno,.@Saraiva LIVES! Agora so falta entregar 4 blurays que comprei em Outubro (ou devolver o dinheiro) que a gente retoma a amizade. https://t.co/GxpEZA6SrP
2019-01-10 15:00:28,Saraiva,,"b'@ivanbastosfilho Ola, Ivan. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,0,ivanbastosfilho,"@Saraiva estou aguardando um pedido para o dia 19.12, e o sistema de rastreamento de voces informa apenas que foi entregue para a transportadora..."
2019-01-10 14:28:50,Saraiva,,"b'@aluizio_couto Ola, Aluizio. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,0,aluizio_couto,"@Saraiva, minha @Saraiva, nossa relacao esta um pouco problematica e quero discuti-la. Dei-lhe meu dinheiro por um livro. Nao havia no estoque. Na Black Friday, por um fone, e nao ha no estoque. Amor, infelizmente, sinto que nao posso dar, pois de seu estoque so o vazio me ve."
2019-01-10 14:25:25,Saraiva,,"b'@CELOEDANI Ola, vamos te ajudar! Nos passe uma DM para continuarmos falando contigo.'",False,False,0,0,CELOEDANI,@Saraiva Pedido: 453426140
2019-01-10 14:05:01,Saraiva,,"b'@Frangalvao11 Ola, Francine. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido para que possamos verificar.'",False,False,0,0,Frangalvao11,"@Saraiva extremamente decepcionada com voces. Venderam um livro que nao tinha em estoque. O atendente online me deixou falando sozinha. Erro pra atender e vender, mas pra cobrar sao bem rapidos."
2019-01-10 13:45:46,Saraiva,,"b'@wonuzinha Ola. Solicitamos por gentileza, que nos informe por DM, o CPF, nome completo do titular do cadastro e o numero do pedido, para que possamos verificar.'",False,False,0,1,wonuzinha,"@Saraiva Ola, querido (a), nao estou conseguindo imprimir meu boleto. Obs.: e a primeira via"
2019-01-10 12:01:02,Saraiva,,b'We can be heroes just for one day. O icone David Bowie morreu em 10 de janeiro de 2016. Qual e a sua fase favorita do cantor? https://t.co/BkY16HuAWi',False,False,14,74,,
2019-01-09 22:00:16,Saraiva,,"b'@domlaureano Ola, Laureano. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,domlaureano,"@Saraiva minha irma fez o pedido de um produto com previsao de entrega para o dia 02/01, ja sao 7 dias de atraso da data era um presente e nada e uma vergonha a logistica de voces"
2019-01-09 21:56:53,Saraiva,,"b'@naruadamargura Ola. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,naruadamargura,Poderia estar lendo se voces entregassem o livro e nao ficassem adiando a porra do prazo. Fazendo o cliente de besta https://t.co/JxXVPLpYsl
2019-01-09 20:19:59,Saraiva,,"b'@Gui_Swank Ola, Guilherme. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,Gui_Swank,"@Saraiva Por favor me ajude, nao quero o cancelamento mais do meu pedido. Tinha cancelado pq tinha mais de 2 meses e nao saia pra entrega, mas agora que ta na transportadora, nao quero cancelar mais."
2019-01-09 20:19:01,Saraiva,,"b'@drownedpaulo Ola, Paulo. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,drownedpaulo,"@Saraiva chocado com a incompetencia de vcs, alem de meu pedido ainda nao ter chegado, sim, ja passou da previsao de entrega, nao consigo obter informacao dos atendentes... um desrespeito com o consumidor"
2019-01-09 20:10:25,Saraiva,,"b'@rgntt Ola, Lais. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,rgntt,"Que feio hein @Saraiva 1 mes pra aprovar um pagamento que o cartao de credito aprovou no mesmo minuto da compra e agora uma demora absurda pra enviar!!! Mt triste pois amo comprar livros, mas e a pior loja online do universo!!!!!!!"
2019-01-09 20:07:14,Saraiva,,"b'@KStelaB Ola, Karla. O boleto so e disponibilizado para compras acima de R$30,00.'",False,False,0,1,KStelaB,@Saraiva por que voces nao tem mais a opcao de pagamento por boleto? 
2019-01-09 20:05:07,Saraiva,,"b'@abreumesmo Ola, Anderson. Como podemos ajudar? Duvidas sobre pedido precisamos que informe por DM o numero, CPF e o nome do titular para verificarmos.'",False,False,0,0,abreumesmo,"a Saraiva continua de parabens pela incompetencia, nunca tinha tido problema com compra na internet. Porem, obrigado, de coracao, @Saraiva, por me ajudar a amadurecer! Vou correr atras dos meus direitos judicialmente pela primeira vez. "
2019-01-09 20:01:36,Saraiva,,"b'@ladyymermaid Ola, Maria. Nao constatamos instabilidade no site. Sugerimos que entre em contato com nossa central de televendas atraves do telefone 4003-3390 (todas as regioes) para que a compra seja finalizada.'",False,False,0,0,ladyymermaid,minha mae me deixou comprar o livro e eu n to conseguindo  me ajuda @Saraiva
2019-01-09 19:59:46,Saraiva,,"b'@eupauleira Ola. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,eupauleira,"@Saraiva realizei uma compra on line com pagamento via boleto, porem na hora de gerar o boleto o site caiu, eu tento pegar uma segunda via e nao consigo pq a todo momento gera um erro de servidor e o site cai. Como proceder?"
2019-01-09 19:58:37,Saraiva,,"b'@Daniel_Gadelha Ola, Daniel. Informamos que o site esta funcionando normalmente.'",False,False,0,0,Daniel_Gadelha,@Saraiva o site esta funcionando normalmente?
2019-01-09 19:57:01,Saraiva,,"b'@marianymanga Ola, Mariany. Nao constatamos instabilidade no site. Sugerimos que entre em contato com nossa central de televendas atraves do telefone 4003-3390 (todas as regioes) para que a compra seja finalizada.'",False,False,0,0,marianymanga,@Saraiva alguma previsao pra resolucao da inconsistencia no site? Nao consigo encerrar uma compra de jeito nenhum porque sempre da erro...
2019-01-09 19:49:34,Saraiva,,"b'@lekoDC Ola, Calebe. Este perfil nao e o nosso oficial, nao nos responsabilizamos por informacoes ou divulgacoes em paginas de terceiros. O Perfil Oficial da Saraiva no Instagram e:  https://t.co/ERsMkUnc0D.'",False,False,0,0,lekoDC,@Saraiva isso e verdade?! https://t.co/RutbJUsWJw
2019-01-09 19:40:43,Saraiva,,"b'@julianaelias29 Ola, Juliana. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,julianaelias29,"@Saraiva alem de demorar mais de um mes pra avisar que nao tinha os produtos, ta demorando mais de um mes pra fazer o reembolso. Saraiva NUNCA mais."
2019-01-09 17:22:42,Saraiva,,"b'De vilao a um dos personagens mais amados da serie Harry Potter, Severus Snape e uma das figuras mais importantes da historia do mundo bruxo. E hoje e seu aniversario!\nComente com um GIF para dar os parabens. https://t.co/nQ2AONDPjF'",False,False,22,202,,
2019-01-09 16:33:26,Saraiva,,"b'@donghhai Ola, Giovanna. Nos informe por DM o numero do seu CPF e o nome completo do titular do cadastro.'",False,False,0,0,donghhai,"@Saraiva ola, tenho um resgate de R$10 do Saraiva Plus, porem toda vez que tento aplica-lo na minha compra la no carrinho, nao funciona... simplesmente nao vai, nao e aplicado, como se eu nem tivesse selecionado o valor pra gerar o desconto. o que pode ser esse erro? o que devo fazer??"
2019-01-09 15:54:01,Saraiva,,"b'@MartaRomilda Ola, Marta.Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,MartaRomilda,"Sabe aquela frustracao quando voce paga o produto pro trabalho a vista e depois de 45 dias, alem de nao receber, nao tem informacoes do que aconteceu? @Saraiva Pensa numa decepcao! "
2019-01-09 15:48:50,Saraiva,,"b'@babigfns Ola, Babi. Para esta solicitacao, pedimos por gentileza, que entre em contato com o nosso Televendas: 4003-3390. Horario de atendimento das 8:00 as 20:00 horas, de segunda a sabado (exceto feriados).'",False,False,0,0,babigfns,
2019-01-09 15:46:46,Saraiva,,"b'@guivborges @wiseupbr Ola. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,guivborges,"Nao confiem em mim. Acabei de comprar mais um livro la na @Saraiva , o preco estava melhor. O problema e que eles nao entregam os livros. twitte anterior.
Alo advogados do brasil, se der merda nesse medido tem como resolver isso? Pq meu livro do moco da @wiseupbr ainda n chegou https://t.co/xEcPFimp2J"
2019-01-09 15:39:37,Saraiva,,"b'@fuckngshitt Ola, Giovanna. Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb .Boa sorte!'",False,False,0,0,gbtrzs,@Saraiva me contrata por favor
2019-01-09 15:37:52,Saraiva,,b'@redihote Ola! As promocoes e descontos podem variar do site para nossa pagina no Mercado Livre.',False,False,0,0,redihote,
2019-01-09 15:32:30,Saraiva,,"b'@iThiagoQuirino Ola, Thiago, e nosso sim. Nos envie por DM o CPF e nome completo para verificarmos.'",False,False,0,0,iThiagoQuirino,@Saraiva boa noite. Esse email e de voces? digital@saraiva.com.br? Estou recebendo varios emails de pedidos expirados. Porem se entro no site nao ha nenhum pedido efetuado.
2019-01-09 15:25:29,Saraiva,,"b'@aliceagnesok @MartaRomilda Ola, Alice. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,aliceagnesok,"@MartaRomilda Um absurdo isso. Compramos juntas, e material de trabalho, alto custo, pago no boleto e alem de ser extraviado apos 45 dias, um total desrespeito e descaso da @Saraiva para resolver o problema. So decepcao e estresse!"
2019-01-09 15:24:07,Saraiva,,"b'@checkinvirtual Ola, Livia. Temos uma equipe especializada em produtos digitais atraves do Chat Online em nosso site. No assunto selecione a opcao ""Livros Digitais"" ou atraves do e-mail digital@saraiva.com.br , nao esqueca de enviar o CPF, nome completo e o numero do pedido se tiver.'",False,False,0,1,checkinvirtual,"A gente quer ser honesta, compra o eBook no site da @Saraiva  e ai nao consegue baixar no LEV. Eu quero ler!!"
2019-01-09 14:54:55,Saraiva,,"b'@CintyaMirely @editorasaraiva Ola, Cintya. A pagina e falsa, mas estamos cientes do ocorrido e tomaremos as devidas providencias. Aproveitamos para esclarecer que voce encontra a Saraiva no Instagram em https://t.co/ERsMkUnc0D. Nos vemos por la! :)'",False,False,0,0,CintyaMirely,"@editorasaraiva , @Saraiva voces sao uma farsa. Tudo mentira! https://t.co/869fCIaNRL"
2019-01-09 14:49:17,Saraiva,,"b'@EMILECEL Ola, Celisis. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,EMILECEL,@Saraiva Estou aguardando respota sobre devolucao de valores. Fiz um pedido dia 09/11. 04/12 recebi uma mensagem dizendo q nao tinha o produto. Pedi o valor em vale presente e ate agora nada. Agora quero devolucao
2019-01-09 14:32:56,Saraiva,,"b'@milton_reis @PaulaFernandes7 Ola, Milton. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,milton_reis,"@PaulaFernandes7 @Saraiva Ainda nao recebi meu card autografado, ja reclamei 2 vezes"
2019-01-09 14:31:51,Saraiva,,"b'@jessnrutherford Ola, Joao. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,jessnrutherford,"a @Saraiva cancelou meu pedido quando o boleto foi PAGO, me ajuda a te ajudar ne more"
2019-01-09 14:29:12,Saraiva,,"b'@dreamerbboy Ola, Danilo. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,dreamerbboy,"@Saraiva sera que voces podem me responder ou ta dificil? no site diz que meu pedido foi entregue mas ele passou longe da minha casa!!! voces nao me respondem aqui, o site nao carrega, tudo uma porcaria!!! quero meu pedido!"
2019-01-09 14:01:20,Saraiva,,"b'@daynatereza Ola, Daya. Temos uma equipe especializada em produtos digitais atraves do Chat Online em nosso site. No assunto selecione a opcao ""Livros Digitais"" ou atraves do e-mail digital@saraiva.com.br , nao esqueca de enviar o CPF e nome completo.'",False,False,0,0,daynatereza,@Saraiva comprei um Lev Neo e gostaria de saber como faco para baixar os 4 best-sellers que sao prometidos.
2019-01-09 13:44:10,Saraiva,,"b'@sbgurita Seguindo, Sabrina. ;)'",False,False,0,0,sbgurita,@Saraiva https://t.co/UeRMRKfT0k
2019-01-09 13:28:44,Saraiva,,"b'Em 9 de janeiro de 2007, a Apple apresentou ao mundo o primeiro iPhone e revolucionou a maneira com que usamos o celular. O que voces acham que eles serao capazes de fazer no futuro? https://t.co/EazbwefT8r'",False,False,5,34,,
2019-01-09 11:21:36,Saraiva,,"b'@raaphalima Ola, Rapha. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,raaphalima,"Nao gosto muito de reclamar no Twitter,  mas to tao decepcionada com a @Saraiva e eu preciso de uma resposta, ja que tres e-mails e uma reclamacao no reclame aqui nao me trouxeram solucao ou resposta de onde esta meu produto"
2019-01-09 11:20:20,Saraiva,,"b'@ps_gabih Ola, Gabi. Por gentileza, nos informe por DM com os dados do pedido para verificarmos o ocorrido.'",False,False,0,0,ps_gabih,O dona @Saraiva a senhora prometeu que ia fazer o estorno do meu pink money nas proximas duas faturas. hoje paguei a fatura de janeiro e nao teve nenhum estorno. sera que vou ter que te atacar? https://t.co/cZRgWjwuJX
2019-01-09 11:14:45,Saraiva,,"b'@oqvine Ola, Vinicius. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,oqvine,"@Saraiva cade a bosta da minha entrega???? Fiz a compra dia 18, a previsao tava pro dia 2 desse mes, de UMA HORA PRA OUTRA mudou a entrega pra outro dia, enfiando os planos que eu tinha no cu. Agora chegou a data da outra entrega e NADA da encomenda chegar. Vergonha viu saraiva"
2019-01-09 11:10:59,Saraiva,,"b'@gabiiifarias Ola, Gabi. O pagamento via boleto esta disponivel apenas para compras a partir de R$ 30.'",False,False,0,1,gabiiifarias,@saraiva do tentando comprar um livro e nao aparece a opcao boleto.. Mim ajuda saraivaa
2019-01-09 11:09:30,Saraiva,,"b'@calazans10 Ola, Jeferson. Orientamos que realize uma limpeza de cookies do navegador e se o problema persistir, pedimos por gentileza que entre em contato com o nosso Televendas: 4003-3390. Horario de atendimento das 8h as 20h, de segunda a sabado (exceto feriados).'",False,False,0,0,calazans10,"Alo @Saraiva, nao estou conseguindo adicionar um produto no carrinho de compras. Parece que o site de voces esta com problemas, hein."
2019-01-09 11:06:02,Saraiva,,"b'@hiddlxstxnprcx Ola! Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb . Boa sorte! :)'",False,False,0,1,hiddlxstxnprcx,alo @Saraiva me da um job pelo amor de tudo o que e mais sagrado eu preciso pagar minha faculdade me da um jovem aprendiz ae
2019-01-09 11:02:37,Saraiva,,"b'@kamilanselmo Ola, Kamila. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,kamilanselmo,"@Saraiva fiz uma compra dia 21/12 e o status ta assim, fui nos correios verificar ja que aqui onde moro nao entregam e nao chegou nada la https://t.co/dCjkssnZtm"
2019-01-09 10:58:15,Saraiva,,"b'@crisab @engpabloluz Ola, Cristiane. Te respondemos por la.'",False,False,0,0,crisab,"@Saraiva @engpabloluz Ei, Saraiva, da para ver a minha DM onde enviei os dados bancarios para meu reembolso, que ja esta mais que atrasado?"
